athlete_id,name,age,gender,location,nationality,latitude,longitude,primary_sport,secondary_sport,competition_level,years_training,height_cm,weight_kg,bmi,estimated_vo2max,social_network_size,coaching_support,training_partners,career_status,communication_preference,personality_score
ATH_0481,Ryu Becker,29,Male,"Dallas, USA",USA,32.7,-96.7,Running,,Intermediate,6,170,78,27.0,55,10,1,0,Active,Mixed,7.8
ATH_0482,Jing Sharma,28,Female,"Melbourne, Australia",Australia,-37.8,144.9,Football,,Advanced,10,169,72,25.2,44,42,1,0,Active,App-based,4.1
ATH_0483,Emma Desai,34,Female,"Sydney, Australia",Australia,-33.8,151.2,Football,,Advanced,13,154,53,22.3,51,30,0,1,Active,Email-focused,5.8
ATH_0484,Philippe Sharma,34,Male,"Pune, India",India,18.5,73.8,Skiing,,Advanced,12,168,89,31.5,52,45,0,1,Active,App-based,4.3
ATH_0485,Julie Lewis,23,Female,"Vancouver, Canada",Canada,49.2,-123.1,Cycling,Running,Semi-Pro,12,155,72,30.0,54,48,1,3,Active,Mixed,6.2
ATH_0486,Haruki Nakamura,23,Male,"Sydney, Australia",Australia,-33.8,151.2,Rugby,,Beginner,1,168,88,31.2,45,34,0,1,Active,Email-focused,0.3
ATH_0487,Pierre Reddy,28,Male,"Liverpool, UK",UK,53.4,-2.9,Swimming,,Intermediate,3,172,77,26.0,48,17,1,1,Active,Text-focused,0.1
ATH_0488,Sofia Lewis,30,Female,"Phoenix, USA",USA,33.4,-112.0,Rowing,Running,Advanced,14,171,56,19.2,43,28,0,1,Active,Email-focused,3.6
ATH_0489,Wei Zhao,28,Male,"Valencia, Spain",Spain,39.4,-0.3,Running,Rowing,Semi-Pro,12,179,76,23.7,60,65,1,0,Active,Email-focused,3.2
ATH_0490,Matteo Dupont,41,Male,"Paris, France",France,48.8,2.3,Tennis,Triathlon,Elite Amateur,11,165,57,20.9,59,52,1,0,Active,App-based,4.7
ATH_0491,Liu Dubois,24,Male,"Johannesburg, South Africa",South Africa,-26.2,28.0,Triathlon,,Intermediate,7,174,80,26.4,50,5,0,0,Retired,Mixed,9.7
ATH_0492,Layla White,38,Female,"Copenhagen, Denmark",Denmark,55.6,12.5,Cycling,,Intermediate,7,175,60,19.6,39,37,1,2,Active,Text-focused,0.9
ATH_0493,Donald Green,24,Male,"Valencia, Spain",Spain,39.4,-0.3,Hiking,,Beginner,1,177,56,17.9,46,62,1,1,Active,Voice-focused,9.9
ATH_0494,Kimberly Torres,30,Female,"Copenhagen, Denmark",Denmark,55.6,12.5,CrossFit,,Advanced,12,158,49,19.6,45,19,1,1,Active,App-based,1.5
ATH_0495,Nana Leroy,39,Female,"Madrid, Spain",Spain,40.4,-3.7,Basketball,Triathlon,Intermediate,8,159,57,22.5,41,91,1,1,Active,Text-focused,4.7
ATH_0496,Rafael Young,33,Male,"Montreal, Canada",Canada,45.5,-73.5,Football,Boxing,Intermediate,4,190,83,23.0,50,48,1,2,Retired,Mixed,6.6
ATH_0497,Priya Wu,20,Female,"Frankfurt, Germany",Germany,50.1,8.6,Hiking,,Intermediate,3,157,64,26.0,38,98,1,3,Active,Mixed,8.2
ATH_0498,Giulia Watanabe,27,Female,"Cologne, Germany",Germany,50.9,6.9,Rowing,Running,Intermediate,7,165,73,26.8,41,45,1,3,Active,Voice-focused,6.4
ATH_0499,Emma Patel,41,Female,"Mumbai, India",India,19.0,72.8,Basketball,,Intermediate,5,182,52,15.7,37,35,1,0,Active,Voice-focused,6.2
ATH_0500,Laurent Kobayashi,29,Male,"Tokyo, Japan",Japan,35.6,139.6,Skiing,,Intermediate,3,167,76,27.3,43,25,0,0,Active,App-based,5.7
ATH_0501,Fang Ricci,38,Female,"Pune, India",India,18.5,73.8,Triathlon,,Advanced,8,168,61,21.6,46,50,1,3,Active,App-based,0.1
ATH_0502,Vikram Thompson,60,Male,"Delhi, India",India,28.6,77.2,CrossFit,,Advanced,12,177,86,27.5,47,37,0,2,Active,Voice-focused,9.3
ATH_0503,Chloé Ramirez,40,Female,"Shanghai, China",China,31.2,121.4,Swimming,,Elite Amateur,10,164,61,22.7,53,46,1,3,Active,Email-focused,1.4
ATH_0504,Antonio Schneider,27,Male,"Stuttgart, Germany",Germany,48.7,9.1,Hiking,,Advanced,7,174,74,24.4,59,58,0,1,Retired,Mixed,6.4
ATH_0505,Takeshi Thompson,47,Male,"Austin, USA",USA,30.2,-97.7,Football,,Beginner,1,176,87,28.1,39,28,0,0,Active,Voice-focused,6.7
ATH_0506,Matthew Lewis,25,Male,"Rio de Janeiro, Brazil",Brazil,-22.9,-43.2,CrossFit,,Semi-Pro,12,180,65,20.1,63,71,1,3,Active,App-based,5.6
ATH_0507,Miyu Patel,41,Female,"Busan, South Korea",South Korea,35.1,129.0,Rugby,,Intermediate,3,150,45,20.0,40,54,1,1,Active,Text-focused,0.9
ATH_0508,Mustafa Mehta,39,Male,"Johannesburg, South Africa",South Africa,-26.2,28.0,CrossFit,,Advanced,9,172,51,17.2,52,119,0,5,Active,Voice-focused,9.4
ATH_0509,Elena Ricci,43,Female,"Toronto, Canada",Canada,43.6,-79.3,Cycling,Triathlon,Intermediate,6,157,72,29.2,39,90,0,5,Active,App-based,5.4
ATH_0510,Barbara Taylor,44,Female,"Vancouver, Canada",Canada,49.2,-123.1,Climbing,Skiing,Semi-Pro,25,165,55,20.2,56,17,1,1,Active,Voice-focused,7.4
ATH_0511,Linda Lee,23,Female,"Oslo, Norway",Norway,59.9,10.7,Triathlon,,Intermediate,6,175,51,16.7,41,45,0,3,Active,Text-focused,2.2
ATH_0512,Thomas Bernard,34,Male,"Warsaw, Poland",Poland,52.2,21.0,Skiing,Basketball,Advanced,14,168,90,31.9,52,70,1,2,Active,Text-focused,4.5
ATH_0513,Sandra Esposito,57,Female,"Seoul, South Korea",South Korea,37.5,126.9,Tennis,,Advanced,6,170,68,23.5,46,40,1,1,Active,App-based,3.5
ATH_0514,Hana Ricci,44,Female,"Bangkok, Thailand",Thailand,13.7,100.5,CrossFit,Volleyball,Elite Amateur,15,165,73,26.8,55,122,1,7,Active,Mixed,9.6
ATH_0515,Martina Chen,36,Female,"Gothenburg, Sweden",Sweden,57.7,11.9,Football,,Semi-Pro,19,155,62,25.8,54,41,1,1,Retired,Text-focused,5.0
ATH_0516,Miku Ito,28,Female,"San Antonio, USA",USA,29.4,-98.4,Rugby,,Intermediate,6,175,53,17.3,47,16,0,0,Active,Text-focused,0.0
ATH_0517,Priya Kumar,58,Female,"San Jose, USA",USA,37.3,-121.8,Skiing,,Elite Amateur,18,159,61,24.1,49,38,1,2,Active,Text-focused,3.2
ATH_0518,Sanjay Leroy,27,Male,"Brisbane, Australia",Australia,-27.4,153.0,Triathlon,,Advanced,7,177,82,26.2,54,25,0,0,Active,Email-focused,2.2
ATH_0519,Miguel Davis,56,Male,"London, UK",UK,51.5,-0.1,Running,CrossFit,Intermediate,7,172,85,28.7,42,56,0,3,Active,Voice-focused,8.6
ATH_0520,Hiroshi Nakamura,27,Male,"Busan, South Korea",South Korea,35.1,129.0,Climbing,Cycling,Advanced,9,181,45,13.7,51,113,1,7,Active,Mixed,9.0
ATH_0521,Gabriel Williams,44,Male,"Bangkok, Thailand",Thailand,13.7,100.5,Football,Cycling,Advanced,7,168,68,24.1,50,54,1,3,Active,App-based,5.0
ATH_0522,Isabella Patel,44,Female,"Chicago, USA",USA,41.8,-87.6,Volleyball,Climbing,Elite Amateur,17,153,75,32.0,52,87,1,5,Active,Text-focused,3.5
ATH_0523,Yui Harris,34,Female,"New York, USA",USA,40.7,-74.0,Cycling,,Beginner,3,152,57,24.7,38,56,0,0,Retired,Voice-focused,6.8
ATH_0524,Ryu Smith,31,Male,"Seville, Spain",Spain,37.3,-5.9,CrossFit,,Elite Amateur,12,172,105,35.5,56,37,1,2,Active,Mixed,6.2
ATH_0525,Ren Gonzalez,28,Male,"Philadelphia, USA",USA,39.9,-75.1,Football,,Elite Amateur,10,177,81,25.9,58,119,1,5,Active,Mixed,8.3
ATH_0526,Hiroshi Lee,31,Male,"Guangzhou, China",China,23.1,113.2,Climbing,,Intermediate,8,159,82,32.4,50,95,0,2,Active,Voice-focused,8.2
ATH_0527,Pooja Martin,27,Female,"Copenhagen, Denmark",Denmark,55.6,12.5,Running,,Elite Amateur,10,172,61,20.6,53,31,1,2,Active,App-based,0.5
ATH_0528,Andrew Robinson,29,Male,"Turin, Italy",Italy,45.0,7.6,Triathlon,,Intermediate,3,185,75,21.9,47,83,1,2,Active,Mixed,8.3
ATH_0529,Alessia Gonzalez,29,Female,"San Antonio, USA",USA,29.4,-98.4,Tennis,Skiing,Intermediate,8,173,84,28.1,37,15,0,1,Active,App-based,0.1
ATH_0530,Andrew Wu,27,Male,"St Petersburg, Russia",Russia,59.9,30.3,Skiing,,Advanced,8,177,72,23.0,52,20,1,1,Active,Text-focused,2.5
ATH_0531,Markus Suzuki,31,Male,"Barcelona, Spain",Spain,41.3,2.1,Football,Volleyball,Intermediate,5,172,97,32.8,45,65,1,1,Active,Text-focused,3.1
ATH_0532,John Gupta,58,Male,"São Paulo, Brazil",Brazil,-23.5,-46.6,Rowing,,Advanced,14,180,73,22.5,47,20,1,0,Active,Email-focused,1.5
ATH_0533,Andreas Petit,56,Male,"Cairo, Egypt",Egypt,30.0,31.2,Swimming,CrossFit,Advanced,14,187,80,22.9,49,58,1,1,Active,Email-focused,3.8
ATH_0534,Omar Richard,26,Male,"Seville, Spain",Spain,37.3,-5.9,Rugby,,Beginner,2,185,53,15.5,45,56,1,3,Active,Voice-focused,8.7
ATH_0535,Meera Greco,25,Female,"Toronto, Canada",Canada,43.6,-79.3,Rowing,,Intermediate,5,165,63,23.1,44,37,0,1,Active,App-based,1.5
ATH_0536,Amit Thomas,27,Male,"Toronto, Canada",Canada,43.6,-79.3,Football,,Intermediate,6,192,78,21.2,51,56,0,2,Retired,Voice-focused,7.1
ATH_0537,Aditya Smith,23,Male,"Osaka, Japan",Japan,34.6,135.5,Cycling,,Beginner,1,187,61,17.4,47,34,1,0,Active,Text-focused,1.8
ATH_0538,Pooja Schneider,47,Female,"Santiago, Chile",Chile,-33.4,-70.6,Swimming,Running,Intermediate,6,155,62,25.8,39,5,0,0,Active,Text-focused,5.1
ATH_0539,Laurent Petit,25,Male,"Valencia, Spain",Spain,39.4,-0.3,Tennis,,Semi-Pro,12,192,83,22.5,65,12,1,0,Active,Text-focused,1.8
ATH_0540,Wang Leroy,26,Male,"Seville, Spain",Spain,37.3,-5.9,Rowing,Swimming,Advanced,6,172,65,22.0,51,41,1,2,Active,Email-focused,3.7
ATH_0541,Andrew Gupta,28,Male,"Chicago, USA",USA,41.8,-87.6,Running,,Intermediate,7,175,73,23.8,53,16,1,1,Active,App-based,2.8
ATH_0542,Nour Torres,29,Female,"Tokyo, Japan",Japan,35.6,139.6,Boxing,,Beginner,1,162,54,20.6,37,80,1,2,Active,App-based,6.0
ATH_0543,Khalid Zhang,32,Male,"Stockholm, Sweden",Sweden,59.3,18.0,Climbing,Tennis,Advanced,8,187,86,24.6,58,14,1,0,Active,Text-focused,1.2
ATH_0544,Alexandre Ricci,23,Male,"Leeds, UK",UK,53.8,-1.5,Boxing,,Intermediate,4,197,82,21.1,53,30,1,2,Active,Email-focused,0.7
ATH_0545,Elizabeth Taylor,27,Female,"Paris, France",France,48.8,2.3,Boxing,,Elite Amateur,11,154,71,29.9,50,36,1,1,Active,Text-focused,1.4
ATH_0546,Martina Torres,38,Female,"Glasgow, UK",UK,55.8,-4.2,Running,,Advanced,9,160,86,33.6,43,82,1,4,Active,Voice-focused,7.6
ATH_0547,Davide Scott,42,Male,"Marseille, France",France,43.2,5.3,Triathlon,Basketball,Advanced,6,180,82,25.3,48,116,1,4,Active,Mixed,7.9
ATH_0548,Mia Young,25,Female,"Rotterdam, Netherlands",Netherlands,51.9,4.4,Boxing,Basketball,Intermediate,4,168,65,23.0,48,43,0,0,Active,Text-focused,3.4
ATH_0549,Nancy Tanaka,51,Female,"Santiago, Chile",Chile,-33.4,-70.6,Boxing,Football,Advanced,11,164,67,24.9,43,46,1,2,Active,Text-focused,2.9
ATH_0550,Betty Yamamoto,34,Female,"Busan, South Korea",South Korea,35.1,129.0,Climbing,Volleyball,Advanced,14,169,61,21.4,49,86,1,1,Active,Mixed,9.1
ATH_0551,Daniel Fischer,21,Male,"Stuttgart, Germany",Germany,48.7,9.1,Swimming,,Beginner,2,164,79,29.4,44,61,1,2,Active,Text-focused,3.4
ATH_0552,Karen Gupta,27,Female,"Seville, Spain",Spain,37.3,-5.9,Tennis,Running,Beginner,3,154,67,28.3,41,109,1,1,Active,Mixed,8.1
ATH_0553,Dorothy Allen,36,Female,"Austin, USA",USA,30.2,-97.7,Hiking,Rugby,Beginner,1,162,86,32.8,35,31,0,1,Active,Email-focused,0.3
ATH_0554,Jing Zhang,27,Female,"Brisbane, Australia",Australia,-27.4,153.0,Skiing,,Intermediate,7,167,66,23.7,46,122,1,4,Active,Voice-focused,8.5
ATH_0555,Mateo Gupta,46,Male,"Beijing, China",China,39.9,116.4,Triathlon,Cycling,Elite Amateur,20,185,89,26.0,60,5,1,0,Active,App-based,0.5
ATH_0556,Silvia Zhang,26,Female,"Leeds, UK",UK,53.8,-1.5,Cycling,,Elite Amateur,10,154,80,33.7,56,59,1,3,Active,Voice-focused,6.2
ATH_0557,Xiu Fischer,26,Female,"Seoul, South Korea",South Korea,37.5,126.9,Skiing,,Advanced,6,177,56,17.9,41,87,0,1,Active,App-based,3.7
ATH_0558,Sarah Anderson,59,Female,"Dubai, UAE",UAE,25.2,55.2,Swimming,,Beginner,1,155,70,29.1,35,59,1,3,Active,App-based,3.5
ATH_0559,Mei Zhou,35,Female,"Mumbai, India",India,19.0,72.8,Rowing,,Advanced,9,157,60,24.3,49,27,1,0,Active,Email-focused,3.5
ATH_0560,Matteo Müller,41,Male,"Liverpool, UK",UK,53.4,-2.9,Basketball,Volleyball,Intermediate,4,181,75,22.9,49,44,0,1,Active,Text-focused,3.1
ATH_0561,Andrew Wu,57,Male,"Houston, USA",USA,29.7,-95.3,Running,Swimming,Advanced,15,175,65,21.2,52,51,0,0,Active,Text-focused,1.7
ATH_0562,Joshua Sato,42,Male,"Stuttgart, Germany",Germany,48.7,9.1,CrossFit,Skiing,Advanced,10,174,75,24.8,53,34,1,2,Active,Voice-focused,7.4
ATH_0563,Carlos Johnson,44,Male,"Shanghai, China",China,31.2,121.4,Boxing,Tennis,Advanced,10,184,61,18.0,50,111,0,6,Active,Voice-focused,7.1
ATH_0564,Anjali Greco,19,Female,"San Diego, USA",USA,32.7,-117.1,Skiing,,Elite Amateur,10,166,69,25.0,50,60,1,3,Active,App-based,4.7
ATH_0565,Betty Martinez,26,Female,"Kyoto, Japan",Japan,35.0,135.7,Running,,Intermediate,4,153,51,21.8,42,43,0,1,Active,Text-focused,5.4
ATH_0566,Giorgio Garcia,34,Male,"St Petersburg, Russia",Russia,59.9,30.3,Running,,Intermediate,5,187,75,21.4,48,37,1,1,Active,Email-focused,2.9
ATH_0567,Rio Gonzalez,57,Female,"Helsinki, Finland",Finland,60.1,24.9,Cycling,,Advanced,8,155,72,30.0,43,53,1,0,Active,App-based,2.8
ATH_0568,Diego Petit,39,Male,"Berlin, Germany",Germany,52.5,13.4,CrossFit,,Advanced,15,178,69,21.8,47,39,1,0,Active,Mixed,7.2
ATH_0569,Marine Petit,23,Female,"Beijing, China",China,39.9,116.4,Hiking,,Beginner,1,167,98,35.1,34,5,1,0,Active,Text-focused,5.2
ATH_0570,Marie Gonzalez,37,Female,"Pune, India",India,18.5,73.8,Swimming,,Beginner,3,157,84,34.1,37,69,1,3,Retired,Mixed,8.6
ATH_0571,Ashley Ferrari,27,Female,"Toronto, Canada",Canada,43.6,-79.3,Tennis,,Intermediate,7,179,67,20.9,41,58,1,2,Active,App-based,3.6
ATH_0572,Andrea Bernard,36,Male,"San Diego, USA",USA,32.7,-117.1,Rugby,,Advanced,8,177,66,21.1,51,94,1,3,Active,Voice-focused,9.0
ATH_0573,Aiko Schulz,32,Female,"Sydney, Australia",Australia,-33.8,151.2,Cycling,,Elite Amateur,13,168,67,23.7,49,52,1,2,Retired,App-based,4.7
ATH_0574,Ananya Jones,29,Female,"Buenos Aires, Argentina",Argentina,-34.6,-58.3,Climbing,Triathlon,Intermediate,7,169,71,24.9,43,122,1,5,Retired,Mixed,8.7
ATH_0575,Riya Scott,56,Female,"Rome, Italy",Italy,41.9,12.4,Cycling,Boxing,Intermediate,3,162,61,23.2,42,63,0,4,Active,Voice-focused,9.7
ATH_0576,Omar Kobayashi,42,Male,"Stockholm, Sweden",Sweden,59.3,18.0,Tennis,,Advanced,14,181,84,25.6,50,22,1,1,Active,Email-focused,1.3
ATH_0577,Karen Yamamoto,39,Female,"Singapore, Singapore",Singapore,1.3,103.8,Rugby,,Elite Amateur,15,161,58,22.4,51,56,0,3,Active,App-based,2.9
ATH_0578,Ravi Taylor,25,Male,"Chennai, India",India,13.0,80.2,Running,,Intermediate,4,170,63,21.8,51,8,1,0,Active,Text-focused,0.1
ATH_0579,Sara Huang,25,Female,"Chicago, USA",USA,41.8,-87.6,Rugby,,Elite Amateur,10,162,72,27.4,50,17,1,1,Active,Email-focused,0.2
ATH_0580,Vikram Zhao,53,Male,"Cologne, Germany",Germany,50.9,6.9,Tennis,,Intermediate,8,174,74,24.4,42,70,1,4,Retired,Voice-focused,9.5
ATH_0581,Amit Wilson,45,Male,"Vancouver, Canada",Canada,49.2,-123.1,CrossFit,,Beginner,2,178,60,18.9,41,5,0,0,Active,Text-focused,1.5
ATH_0582,Donald Liu,32,Male,"Sydney, Australia",Australia,-33.8,151.2,Skiing,Boxing,Advanced,12,165,89,32.7,54,41,1,1,Active,App-based,1.0
ATH_0583,Li Smith,56,Female,"Mumbai, India",India,19.0,72.8,Volleyball,,Intermediate,7,166,62,22.5,34,32,1,2,Active,App-based,1.2
ATH_0584,Francesco Gupta,36,Male,"Glasgow, UK",UK,55.8,-4.2,Skiing,,Intermediate,5,184,70,20.7,48,9,1,0,Active,Email-focused,2.9
ATH_0585,Luca Lee,40,Male,"Oslo, Norway",Norway,59.9,10.7,Tennis,,Beginner,3,178,81,25.6,46,63,0,0,Active,Email-focused,4.5
ATH_0586,Vincent Yang,35,Male,"Stuttgart, Germany",Germany,48.7,9.1,Football,Swimming,Intermediate,4,179,100,31.2,43,22,1,1,Active,Email-focused,1.5
ATH_0587,Betty Anderson,45,Female,"Pune, India",India,18.5,73.8,Swimming,,Intermediate,4,167,59,21.2,41,106,1,3,Active,Mixed,9.4
ATH_0588,Charles Ramirez,35,Male,"Mumbai, India",India,19.0,72.8,Boxing,,Advanced,8,173,84,28.1,53,52,1,0,Retired,Voice-focused,6.8
ATH_0589,James Lee,44,Male,"Rio de Janeiro, Brazil",Brazil,-22.9,-43.2,Triathlon,Swimming,Advanced,14,177,47,15.0,52,44,1,1,Active,Text-focused,0.9
ATH_0590,Zhang Torres,38,Male,"Brisbane, Australia",Australia,-27.4,153.0,Skiing,Boxing,Advanced,10,180,81,25.0,54,5,1,0,Active,Text-focused,0.3
ATH_0591,Betty Bianchi,31,Female,"Bangkok, Thailand",Thailand,13.7,100.5,Skiing,Basketball,Intermediate,6,160,78,30.5,44,22,0,0,Active,Email-focused,4.6
ATH_0592,Ravi Thompson,37,Male,"Phoenix, USA",USA,33.4,-112.0,Tennis,,Intermediate,8,183,72,21.5,47,74,1,0,Active,Text-focused,5.8
ATH_0593,Ryu Zhao,28,Male,"Seoul, South Korea",South Korea,37.5,126.9,Running,,Intermediate,3,181,83,25.3,47,47,0,2,Active,Text-focused,4.0
ATH_0594,Francesca Torres,26,Female,"Cairo, Egypt",Egypt,30.0,31.2,Climbing,,Beginner,3,176,56,18.1,40,38,1,1,Active,Voice-focused,9.5
ATH_0595,Donald Thomas,52,Male,"Chennai, India",India,13.0,80.2,Tennis,,Intermediate,3,182,85,25.7,50,69,0,0,Active,Mixed,8.8
ATH_0596,David Li,44,Male,"Chicago, USA",USA,41.8,-87.6,Volleyball,Football,Advanced,10,180,79,24.4,57,76,1,4,Active,Mixed,8.2
ATH_0597,Ashley Zhao,35,Female,"Johannesburg, South Africa",South Africa,-26.2,28.0,Rugby,,Beginner,1,169,66,23.1,36,53,0,1,Active,Text-focused,2.9
ATH_0598,Mary Durand,44,Female,"San Antonio, USA",USA,29.4,-98.4,Cycling,Triathlon,Beginner,2,163,80,30.1,36,99,0,6,Active,Mixed,10.0
ATH_0599,Emily Kobayashi,20,Female,"Singapore, Singapore",Singapore,1.3,103.8,Tennis,,Intermediate,3,179,46,14.4,43,16,1,1,Active,App-based,2.1
ATH_0600,Pierre Hernandez,29,Male,"Osaka, Japan",Japan,34.6,135.5,Climbing,,Advanced,9,162,66,25.1,53,49,1,1,Active,Voice-focused,6.2
ATH_0601,Rafael Romano,30,Male,"Brasília, Brazil",Brazil,-15.7,-47.8,Football,,Advanced,8,169,75,26.3,53,30,1,1,Retired,App-based,1.8
ATH_0602,Thomas Torres,39,Male,"Delhi, India",India,28.6,77.2,Rugby,Running,Advanced,7,181,84,25.6,57,118,0,3,Active,Voice-focused,7.1
ATH_0603,Wang Thomas,30,Male,"Santiago, Chile",Chile,-33.4,-70.6,Swimming,,Intermediate,6,186,82,23.7,49,69,1,0,Active,Voice-focused,7.5
ATH_0604,Luis Colombo,31,Male,"Turin, Italy",Italy,45.0,7.6,Tennis,Hiking,Beginner,1,167,73,26.2,38,17,1,0,Active,Text-focused,4.8
ATH_0605,Daiki Suzuki,34,Male,"Guangzhou, China",China,23.1,113.2,Skiing,Running,Advanced,10,174,77,25.4,53,37,1,2,Active,Mixed,6.6
ATH_0606,Klaus Ito,34,Male,"Gothenburg, Sweden",Sweden,57.7,11.9,Swimming,Basketball,Intermediate,3,185,60,17.5,50,90,1,0,Active,Mixed,8.1
ATH_0607,Martina Yang,25,Female,"Melbourne, Australia",Australia,-37.8,144.9,Triathlon,,Intermediate,3,157,56,22.7,39,61,0,1,Active,Email-focused,4.3
ATH_0608,Manon Zhang,24,Female,"Chennai, India",India,13.0,80.2,CrossFit,,Beginner,2,159,63,24.9,41,80,0,2,Active,Mixed,9.4
ATH_0609,Sophie Anderson,55,Female,"Naples, Italy",Italy,40.8,14.2,Running,,Intermediate,6,161,49,18.9,35,69,1,3,Active,Text-focused,4.2
ATH_0610,Lucia Wu,26,Female,"Manchester, UK",UK,53.4,-2.2,Climbing,,Advanced,9,178,58,18.3,47,57,1,2,Active,App-based,1.8
ATH_0611,Elena Wagner,25,Female,"Warsaw, Poland",Poland,52.2,21.0,Volleyball,,Intermediate,5,166,59,21.4,50,60,1,1,Active,Mixed,8.7
ATH_0612,Wu Schneider,27,Male,"Amsterdam, Netherlands",Netherlands,52.3,4.8,Rowing,,Beginner,2,183,78,23.3,43,30,0,0,Active,App-based,0.7
ATH_0613,Lukas Robert,20,Male,"Moscow, Russia",Russia,55.7,37.6,Football,,Beginner,3,179,80,25.0,49,57,1,1,Active,Text-focused,4.5
ATH_0614,Anjali Gonzalez,42,Female,"Milan, Italy",Italy,45.4,9.1,Swimming,Basketball,Advanced,11,173,57,19.0,43,54,0,2,Active,Text-focused,4.3
ATH_0615,Nikhil Hoffmann,35,Male,"Stuttgart, Germany",Germany,48.7,9.1,Tennis,,Beginner,3,166,94,34.1,44,12,0,0,Active,App-based,0.7
ATH_0616,Linda Sasaki,33,Female,"Mumbai, India",India,19.0,72.8,Boxing,,Intermediate,4,168,66,23.4,40,11,0,0,Active,Text-focused,2.8
ATH_0617,Julien Wagner,24,Male,"Pune, India",India,18.5,73.8,Football,Climbing,Advanced,8,180,70,21.6,57,114,0,7,Active,Mixed,9.3
ATH_0618,Miku Ramirez,36,Female,"Rio de Janeiro, Brazil",Brazil,-22.9,-43.2,Rowing,Cycling,Intermediate,8,171,76,26.0,40,67,0,0,Active,Mixed,9.9
ATH_0619,Markus Gonzalez,37,Male,"Seville, Spain",Spain,37.3,-5.9,Rugby,,Advanced,12,180,89,27.5,53,56,1,1,Active,Text-focused,3.2
ATH_0620,Ashley Sharma,45,Female,"Berlin, Germany",Germany,52.5,13.4,Rugby,,Advanced,9,161,59,22.8,49,36,1,1,Active,App-based,0.6
ATH_0621,Juan Kumar,35,Female,"Beijing, China",China,39.9,116.4,Tennis,,Elite Amateur,12,162,58,22.1,52,111,1,0,Active,Mixed,8.8
ATH_0622,Kimberly Agarwal,30,Female,"Pune, India",India,18.5,73.8,Basketball,,Advanced,14,161,91,35.1,53,59,1,0,Active,Text-focused,5.6
ATH_0623,Juan Sato,27,Female,"Stockholm, Sweden",Sweden,59.3,18.0,Rugby,Basketball,Advanced,9,167,61,21.9,46,74,1,4,Active,Email-focused,3.9
ATH_0624,Federica Patel,34,Female,"Dallas, USA",USA,32.7,-96.7,Swimming,,Intermediate,8,179,67,20.9,45,89,1,1,Active,Voice-focused,6.5
ATH_0625,Sarah Davis,31,Female,"Lagos, Nigeria",Nigeria,6.5,3.3,Skiing,,Beginner,2,164,64,23.8,33,38,0,1,Active,Voice-focused,7.5
ATH_0626,Valentina King,28,Female,"Toronto, Canada",Canada,43.6,-79.3,Triathlon,,Advanced,9,158,65,26.0,42,62,1,4,Active,Text-focused,4.8
ATH_0627,Khalid Kato,36,Male,"Shenzhen, China",China,22.5,114.1,Basketball,,Intermediate,8,163,65,24.5,47,48,1,1,Active,Text-focused,1.8
ATH_0628,Paul Rodriguez,44,Male,"Hyderabad, India",India,17.3,78.4,Cycling,,Advanced,8,170,82,28.4,49,83,1,1,Active,Voice-focused,9.5
ATH_0629,Li Zhou,60,Male,"Osaka, Japan",Japan,34.6,135.5,Football,,Beginner,3,193,86,23.1,43,51,0,2,Active,App-based,4.4
ATH_0630,Emi Brown,29,Female,"Phoenix, USA",USA,33.4,-112.0,Basketball,Climbing,Elite Amateur,10,161,68,26.2,55,102,1,6,Active,Voice-focused,8.5
ATH_0631,Mariam Martinez,36,Female,"Mumbai, India",India,19.0,72.8,Cycling,,Elite Amateur,17,157,54,21.9,50,34,1,0,Active,App-based,1.1
ATH_0632,Robert Davis,28,Male,"Houston, USA",USA,29.7,-95.3,CrossFit,,Advanced,9,179,55,17.2,50,39,1,0,Active,App-based,3.4
ATH_0633,Mark Reddy,27,Male,"Leeds, UK",UK,53.8,-1.5,Basketball,,Intermediate,5,196,55,14.3,50,44,1,2,Active,Text-focused,5.5
ATH_0634,Elizabeth Johnson,45,Female,"Seville, Spain",Spain,37.3,-5.9,Swimming,,Advanced,10,165,58,21.3,45,38,1,0,Active,App-based,1.6
ATH_0635,Ying Hoffmann,37,Female,"Marseille, France",France,43.2,5.3,Basketball,Football,Elite Amateur,13,153,62,26.5,52,32,1,2,Active,App-based,5.5
ATH_0636,Richard Liu,26,Male,"Shenzhen, China",China,22.5,114.1,Football,,Beginner,1,174,60,19.8,41,103,1,4,Active,Voice-focused,7.6
ATH_0637,Miku Reddy,19,Female,"Pune, India",India,18.5,73.8,Rugby,,Beginner,2,167,63,22.6,37,12,0,0,Active,App-based,1.7
ATH_0638,David Robinson,32,Male,"Marseille, France",France,43.2,5.3,CrossFit,,Beginner,2,170,88,30.4,44,50,0,2,Active,App-based,3.0
ATH_0639,Kavya Gupta,34,Female,"San Diego, USA",USA,32.7,-117.1,Skiing,,Elite Amateur,14,167,50,17.9,46,48,1,2,Retired,Text-focused,0.1
ATH_0640,Juan Petit,25,Female,"Turin, Italy",Italy,45.0,7.6,CrossFit,,Intermediate,7,170,67,23.2,45,46,1,2,Active,Voice-focused,9.6
ATH_0641,Sanjay Agarwal,27,Male,"Chicago, USA",USA,41.8,-87.6,Basketball,,Intermediate,7,169,81,28.4,50,50,0,2,Active,Email-focused,5.6
